,lake,water_body,date_collect,station_num,sample_num,station_descr,latitude,longitude
221,superior,,1992-01-20,20110013.0,228876,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
222,superior,,1992-01-20,20110013.0,228877,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
223,superior,,1992-01-27,20110013.0,228878,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
224,superior,,1992-01-27,20110013.0,228879,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
225,superior,,1992-02-03,20110013.0,228880,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
226,superior,,1992-02-03,20110013.0,228881,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
227,superior,,1992-02-10,20110013.0,228882,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
228,superior,,1992-02-10,20110013.0,228883,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
229,superior,,1992-02-17,20110013.0,228884,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
230,superior,,1992-02-17,20110013.0,228885,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
231,superior,,1992-02-24,20110013.0,228886,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
232,superior,,1992-02-24,20110013.0,228887,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
233,superior,,1992-03-02,20110013.0,228888,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
234,superior,,1992-03-02,20110013.0,228889,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
235,superior,,1992-03-09,20110013.0,228890,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
236,superior,,1992-03-09,20110013.0,228891,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
237,superior,,1992-03-16,20110013.0,228892,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
238,superior,,1992-03-16,20110013.0,228893,TERRACE BAY WATER TREATMENT PLANT,48.7901106,-87.0963324
